acronym_,expansion,id,text
EHS,enhanced hybrid simultaneous,TR-2381,"So the derived equation after putting the values is like as below : OP_CEU^x_3 = p_F_CEUp_F_CEU+p_N_CEU(1-e^-_CEU^R_3Ps_CEU p_F ) + ( 1-e^(-_CEU^R_3_CCU _ CCU , CEU(21-+ ) ) ) -p_F_CEUp_F_CEU+p_N_CEU ( 1-e^-_CEU^R_3Ps_CEU p_F)(1-e^(-_CEU^R_3_CCU _ CCU , CEU(21-+)))Energy EfficiencyThe harvested energy at CCU by EHS protocol can be derived as below [ 11 ] , In addition , the transmitted power from CCU to CEU can be expressed as below based on the harvested energy [ 21 ] , Moreover , the EE can be derived as below for the proposed EHS - CNOMA scheme [ 21 ] , So Eq.29 shows that EE is related to the and ."
SA,significance and accuracy,TR-2429,"The specific contributions of this work are presented below with a reference to the section in which they are described : enumerate A graphical user interface for simplifying the deployment of workflows for the RTF , which is coupled with a code generator that allows the flexible use of the RTF on distinct domains [ Section sec : improve ] ; The development and analysis of multi - level reuse algorithms : enumerate A coarse - grain merging algorithm was implemented [ Section sec : stage - merging ] ; A fine - grain Naive Merging Algorithm was proposed and implemented [ Section sec : naive - merging ] ; The fine - grain Smart Cut Merging Algorithm was proposed and implemented [ Section sec : sca ] ; The fine - grain Reuse - Tree Merging Algorithm was proposed and implemented [ Section sec : rtma ] ; enumerate Proposal and implementation of the Task - Balanced Reuse - Tree Merging Algorithm that reduces the issue of loss of parallelism due to load imbalance provoked by the Reuse - Tree Merging Algorithm [ Section sec : TRTMA ] ; The performance gains of the proposed algorithms with a real - world microscopy image analysis application were demonstrated using different SA strategies ( e.g MOAT and VBD ) at different scales ."
CT,computed tomography,TR-2567,figure figure [ ht ] center minipage0.15 ./fig / snapshot0109new2.png minipage minipage0.15 ./fig / snapshot0129new2.png minipage minipage0.15 ./fig / snapshot0139new2.png minipage minipage0.15 ./fig / snapshot0149new2.png minipage minipage0.15 ./fig / snapshot0110new3.png minipage minipage0.15 ./fig / snapshot0130new3.png minipage minipage0.15 ./fig / snapshot0140new3.png minipage minipage0.15 ./fig / snapshot0150new3.png minipage minipage0.15 ./fig / snapshot0106new3.png minipage minipage0.15 ./fig / snapshot0126new3.png minipage minipage0.15 ./fig / snapshot0136new3.png minipage minipage0.15 ./fig / snapshot0146new3.png minipage minipage0.15 ./fig / snapshot0103new3.png minipage minipage0.15 ./fig / snapshot0123new3.png minipage minipage0.15 ./fig / snapshot0133new3.png minipage minipage0.15 ./fig / snapshot0143new3.png minipage center 5fig : vis2_2 Visualizations for five anatomies on the first four holdout CT images .
PCA,principal component analysis,TR-2637,"2003 International Conference on , volume=3 , pages = III-13 , year=2003 , organization = IEEE@inproceedingsphillips1999support , title = Support vector machines applied to face recognition , author = Phillips , P Jonathon , booktitle = Advances in Neural Information Processing Systems , pages=803 - 809 , year=1999@incollectionzhao1998discriminant , title = Discriminant analysis of principal components for face recognition , author = Zhao , Wenyi and Krishnaswamy , Arvindh and Chellappa , Rama and Swets , Daniel L and Weng , John , booktitle = Face Recognition , pages=73 - 85 , year=1998 , publisher = Springer@articletoygar2003face , title = Face recognition using PCA , LDA and ICA approaches on colored images , author = Toygar , Onsen and Adnan , Acan , journal = IU - Journal of Electrical Electronics Engineering , volume=3 , number=1 , pages=735 - 743 , year=2003@inproceedingsmarcialis2002fusion , title = Fusion of LDA and PCA for Face Verification , author = Marcialis , Gian Luca and Roli , Fabio , booktitle = International Workshop on Biometric Authentication , pages=30 - 37 , year=2002 , organization = Springer@articlesatonkarface , title = FACE RECOGNITION USING DIFFERENT DISTANCE MEASURES TECHNIQUES , author = Satonkar , Suhas S and Kurhe , Ajay B and Khanale , Prakash B"
ASA,adaptive segmentation algorithm,TR-2656,"[ ] [ ASA][][Deep learning ] [ ] [ ASA][][Deep learning ] [ ] [ ASA][][Deep learning ] Examples from the test set , where a , c , and d are the ASA mask contours overlaid on manual annotation images ( counted neurons have blue marks ) , b , d , and f are the iterative deep learning predicted masks ( iteration 5 ) contours overlaid on manual annotation imageDiscussionThe evidence from this study suggests that the iterative deep learning based unbiased stereology method presented herein is much faster and more accurate than the state - of - the - art stereology since human involvement was mainly reduced ."
CT,computed tomography,TR-2696,"The total loss can be formulated asequation5eq : hybridlossalignedTP_p(c ) = & _ n=1^Np_n(c)g_n(c ) FN_p(c ) = & _ n=1^N(1-p_n(c))g_n(c ) FP_p(c ) = & _ n=1^Np_n(c)(1-g_n(c ) ) L = & L_Dice + L_Focal = & C - _ c=0^C-1TP_p(c)TP_p(c ) + FN_p(c ) + FP_p(c ) & - 1N_c=0^C-1_n=1^Ng_n(c)(1-p_n(c))^2(p_n(c ) ) , alignedequationwhere , and are the true positives , false negatives and false positives for class calculated by prediction probabilities respectively , is the predicted probability for voxel being class , is the ground truth for voxel being class , is the total number of anatomies plus one ( background ) , is the trade - off between dice loss and focal loss , and are the trade - offs of penalties for false negatives and false positives which are set as 0.5 here , is the total number of voxels in the CT images ."
GA,global arrays,TR-2708,sidewaystable[hp]adjustboxmax width = tabularc c c c c c c c c c c c 10r ( r)5 - 12 Cluster & Gather & File Access & Time & Serial & tabularc Comet : 24 Bridges : 24 SuperMIC : 20 tabular & tabularc Comet : 48 Bridges : 48 SuperMIC : 40 tabular & tabularc Comet : 72 Bridges : 60 SuperMIC : 80 tabular & tabularc Comet : 96 Bridges : 78 tabular & tabularc Comet : 144 Bridges : 84 SuperMIC : 160tabular & Comet : 192 & tabularc Comet : 384 SuperMIC : 320tabular Comet & MPI & Single & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & - & - & - Bridges & MPI & Single & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & - & - & - SuperMIC & MPI & Single & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & tabularc tabular & - & - Comet & GA & Single & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & - & - & - Comet & MPI & Splitting & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - SuperMIC & MPI & Splitting & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & tabularc tabular & - & - Comet & GA & Splitting & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - SuperMIC & GA & Splitting & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & tabularc tabular & - & - Comet & MPI & PHDF5 & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular Bridges & MPI & PHDF5 & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & - SuperMIC & MPI & PHDF5 & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & tabularc tabular & - & tabularc tabular & - & tabularc tabular tabularadjustboxComparison of the compute and I / O scaling for different test cases and number of processes .
PC,principal component,TR-2711,"@ X rr rr@ & 2 c CNS & 2 c MDC ( lr)2 - 3(lr)4 - 5 & ( PC 0 ) & ( PC 1 ) & ( PC 0 ) & ( PC 1 ) Social circle size , & 0.41 & 0.16 & 0.37 & -0.15 Activity space size , & 0.42 & -0.24 & 0.42 & -0.08 New ties / week , & 0.33 & 0.28 & 0.27 & 0.33 New locations / week , & 0.38 & -0.05 & 0.37 & 0.19 Social circle entropy , & 0.31 & 0.30 & 0.34 & 0.09 Activity space entropy , & 0.38 & -0.16 & 0.30 & -0.07 Social circle stability , & -0.16 & -0.46 & 0.07 & -0.72 Activity space stability , & -0.10 & -0.49 & -0.12 & -0.51 Social circle rank turnover , & -0.20 & 0.28 & -0.33 & 0.10 Activity space rank turnover , & -0.30 & 0.44 & -0.38 & 0.17 Contribution of the original variables to the first principal component ."
SOA,service oriented architecture,TR-2714,"Still in that paper , the authors cite who presented a comparison between HLA and SOA concluding that : HLA has good interoperability , synchronisation and effective and uniform information exchange mechanism between the communicating components ( federates ) , but lacks several features of web services , such as the integration of heterogeneous resources , web - wide accessibility across firewall boundaries;SOA benefits from loose coupling , component reuse and scalability but lacks a uniform data exchange format and time synchronisation mechanisms;The combination of HLA and SOA can extend the capabilities of the two technologies and thus enable integrated simulated and real services ."
SO,smart object,TR-2730,"& Consumer & Smart dimensions & SO 1 & SO 2 & SO & Object & & & & network Varying & & & & complexity & & & & of PP & & & & Varying & & & & query & & & & * complexity & & & & Varying & & & & number of & & & & sensing SOs & & & & tabular Experiments : - time overhead , * time and bandwidth overhead tab : expTabletable Experimental resultsIn executing our experiments , we considered three main characteristics that may impact the performance of the proposed solution ."
PRR,pre - reduced ring,TR-2764,"h]input parameters : - number of elements ( floats ) in reduced data - number of iterations - mode of delay : one - late / rand - late - maximal delay of the process(es ) - tested algorithm , one of ring , Rabenseifner , PRR , SLT - number of processes - process i d - MPI rank : output : - vector of measured average elapsed times for the given algorithmvariables : - 50 of the emulated computation time - start time of measurement - end time of measurement - elapsed time measured in the current process - vector of the measured times of all processes - vector of data to be reduced1 ."
VSM,vector space model,TR-2909,"table*[ht]threeparttableResults for Multi - label Music Genre Classification of Albumstbl : resultstabularlccccccccModality & Target & Settings & Params & Time & AUC & C@1 & C@3 & C@5 Audio & logistic & timbre - mlp & 0.01 M & 1s & 0.792 & 0.04 & 0.14 & 0.22 Audio & logistic & low-3x3 & 0.5 M & 390s & 0.859 & 0.14 & 0.34 & 0.54 Audio & logistic & high-3x3 & 16.5 M & 2280s & 0.840 & 0.20 & 0.43 & 0.69 Audio & logistic & low-4x96 & 0.2 M & 140s & 0.851 & 0.14 & 0.32 & 0.48 Audio & logistic & high-4x96 & 5 M & 260s & 0.862 & 0.12 & 0.33 & 0.48 Audio & logistic & low-4x70 & 0.35 M & 200s & 0.871 & 0.05 & 0.16 & 0.34 Audio & logistic & high-4x70 & 7.5 M & 600s & 0.849 & 0.08 & 0.23 & 0.38 Audio & cosine & low-3x3 & 0.33 M & 400s & 0.864 & 0.26 & 0.47 & 0.65 Audio & cosine & high-3x3 & 15.5 M & 2200s & 0.881 & 0.30 & 0.54 & 0.69 Audio & cosine & low-4x96 & 0.15 M & 135s & 0.860 & 0.19 & 0.40 & 0.52 Audio & cosine & high-4x96 & 4 M & 250s & 0.884 & 0.35 & 0.59 & 0.75 Audio & cosine & low-4x70 & 0.3 M & 190s & 0.868 & 0.26 & 0.51 & 0.68 Audio ( A ) & cosine & high-4x70 & 6.5 M & 590s & 0.888 & 0.35 & 0.60 & 0.74 Text & logistic & VSM & 25 M & 11s & 0.905 & 0.08 & 0.20 & 0.37 Text & logistic & VSM+Sem & 25 M & 11s & 0.916 & 0.10 & 0.25 & 0.44 Text & cosine & VSM & 25 M & 11s & 0.901 & 0.53 & 0.44 & 0.90 Text ( T ) & cosine & VSM+Sem & 25 M & 11s & 0.917 & 0.42 & 0.70 & 0.85 Image ( I ) & logistic & ResNet & 1.7 M & 4009s & 0.743 & 0.06 & 0.15 & 0.27 A + T & logistic & mlp & 1.5 M & 2s & 0.923 & 0.10 & 0.40 & 0.64 A + I & logistic & mlp & 1.5 M & 2s & 0.900 & 0.10 & 0.38 & 0.66 T + I & logistic & mlp & 1.5 M & 2s & 0.921 & 0.10 & 0.37 & 0.63 A + T + I & logistic & mlp & 2 M & 2s & 0.936 & 0.11 & 0.39 & 0.66 A + T & cosine & mlp & 0.3 M & 2s & 0.930 & 0.43 & 0.74 & 0.86 A + I & cosine & mlp & 0.3 M & 2s & 0.896 & 0.32 & 0.57 & 0.76 T + I & cosine & mlp & 0.3 M & 2s & 0.919 & 0.43 & 0.74 & 0.85 A + T + I & cosine & mlp & 0.4 M & 2s & 0.931 & 0.42 & 0.72 & 0.86 tabular tablenotes Number of network hyperparameters , epoch training time , AUC - ROC , and catalog coverage at for different settings and modalities ."
MDC,mobile data challenge,TR-2926,"1.5@ X rrr rrr @ Model M1 : Activity space size , & coeff & p val & LMG Social circle size , & & & 0.98 gender & & 0.8 & 0.01 age group & & 0.3 & 0.01 time coverage & & 0.4 & 0.0 [ , , ] Model M2 : Activity space entropy , & & & Social circle entropy , & & 0.009 & 0.28 gender & & 0.3 & 0.03 age group & & 0.06 & 0.21 time coverage & & 0.002 & 0.48 [ , , ] Model M3 : New locations / week , & & & New ties / week , & & 0.002 & 0.69 gender & & 0.9 & 0.04 age group & & 0.2 & 0.1 time coverage & & 0.06 & 0.17 [ , , ] Model M4 : Activity space stability , & & & Social circle stability , & & 0.1 & 0.82 gender & & 0.6 & 0.15 age group & & 0.8 & 0.03 time coverage & & 1.0 & 0.0 [ , , ] Model M5 : Activity space rank turnover , & & & Social circle rank turnover , & & & 0.97 gender & & 0.8 & 0.02 age group & & 0.1 & 0.01 time coverage & & 0.7 & 0.0 [ , , ] Linear regression models for the MDC dataset ."
MF,matrix factorization,TR-2961,"tab : exp_mseadjustboxmax width=1tabularlcccccccccc2*Dataset & ( a ) & ( b ) & ( c ) & ( d ) & ( e ) & ( f ) & ( g ) & 3cImprovement of SFM verus & MF & MVM & FM-2 & FM-3 & PolyNet-2 & PolyNet-3 & SFM & b & min(c , d ) & min(e , f ) Game & 1.569 0.005 & 0.753 0.007 & 0.764 0.006 & 0.749 0.007 & 0.749 0.004 & 0.748 0.006 & 0.723 0.006 & 4.06 & 3.52 & 3.35 Cloth & 1.624 0.009 & 0.725 0.046 & 0.678 0.004 & 0.679 0.004 & 0.678 0.007 & 0.680 0.005 & 0.659 0.013 & 9.03 & 2.82 & 2.84 Sport & 1.290 0.004 & 0.646 0.019 & 0.638 0.003 & 0.632 0.007 & 0.631 0.005 & 0.632 0.005 & 0.614 0.011 & 5.00 & 2.91 & 2.79 Health & 1.568 0.007 & 0.807 0.012 & 0.779 0.004 & 0.778 0.004 & 0.779 0.005 & 0.776 0.005 & 0.763 0.019 & 5.47 & 2.02 & 1.77 Home & 1.591 0.004 & 0.729 0.067 & 0.714 0.002 & 0.714 0.004 & 0.690 0.003 & 0.692 0.005 & 0.678 0.008 & 6.93 & 5.00 & 1.72 Elec & 1.756 0.002 & 0.792 0.042 & 0.776 0.006 & 0.749 0.007 & 0.760 0.004 & 0.757 0.001 & 0.747 0.006 & 5.69 & 0.27 & 1.33 Yelp & 1.713 0.003 & 1.2575 0.013 & 1.277 0.002 & 1.277 0.002 & 1.272 0.002 & 1.272 0.002 & 1.256 0.010 & 0.09 & 1.58 & 1.19 BX & 4.094 0.025 & 2.844 0.024 & 2.766 0.012 & 2.767 0.014 & 2.654 0.013 & 2.658 0.013 & 2.541 0.025 & 10.66 & 8.16 & 4.27 3lAverage on all datasets & & & & & & 5.87 & 3.29 & 2.41 tabularadjustboxtable *"
SVM,support vector machine,TR-2974,"dev None & 0.4212 & ( + /- 0.06 ) & 0.7572 & ( + /- 0.02 ) Sub & 0.4050 & ( + /- 0.06 ) & 0.6922 & ( + /- 0.03 ) Super & 0.4418 & ( + /- 0.05 ) & 0.7106 & ( + /- 0.02 ) Sub+Super & 0.4807 & ( + /- 0.09 ) & 0.6658 & ( + /- 0.03 ) tabular svm ' sample results tab : svm_sampletableFirst off , even though the sub- and super - sampling techniques yielded similar SDQC distributions , we see a clear advantage for the SVM with more data points , scoring 0.4050 with "" Sub "" and 0.4418 with Super , the latter improving over the original result with ."
AV,acquaintance vaccination,TR-2977,"List of SymbolsList of abbreviationslongtablecc Acronym & Descriptions ADN & Activity driven network modelling AV & Acquaintance vaccination APV & Absolute percentage variation CIP & co - location interaction parameters CN & Common neighbours DST network & Dense SPST network DDT network & Dense SPDT network DDT1 & Vaccinating neighbours in DDT network with direct linksDDT2 & Vaccinating neighbours in DDT network with any linksGDT & Generated SPDT network with 364 K nodes GST & Generated SPST network with 364 K nodes IMV & Individual movement based vaccination strategy IMVE & Individual movement based vaccination strategy with exact information IMVT & Individual movement based vaccination strategy with temporal information LST & SPDT network with the same number of links that of DDT network LST & SPST network with the same number of links that of DST network MLE & Maximum likelihood estimator OSN & Online social network PFU & Plaque - forming unit RV & Random vaccination DV & Degree vaccination RSE & Root squared error SPST & Same place same time transmission SPDT & Same place different time transmission SIR & Susceptible - infected - recovered SDT network & Sparse SPDT network of links having direct and indirect components SST network & Sparse SPST network of links having indirect component onlySPDT graph & graph based on SPDT diffusion longtableList of symbolslongtablecc Symbol & Descriptions A & Set of active copies of nodes in SPDT graph b & active particle decay rates from an area of interaction & activity potential of node & active periods of a node C & Particle concentration in interaction area C , C , C & scenario 1 , 2 and 3 d & Activation degree - number of SPDT links created during an activation E & Intake dose or exposure of infectious particles & Average volume fraction of room air introduced by exhaled breath f & distribution function F & Disease spreading force in the network at the current day of simulation & Average disease spreading force in the network & Graph & Dynamic graph g & Particle generation rate by an infected individual h & Activation frequency I & Number of infected individuals in the system & Number of infected individuals at a simulation day & Number of infected individuals in the system at the current time that disease prevalence & Number of infected individuals up to a simulation day L & links set N & Total number of individuals , nodes , users p & Pulmonary rate of susceptible individual & Infection probability for an intake dose & Probability of creating a link during an activation & Probability of breaking a created link Q & air exchange rate from an area q & Transition probability for changing inactive to active state R & disease reproduction ability of an infected individual r & Particle removal rate from interaction area r & Median of particles removal rates S & Number of susceptible individual T & Simulation period or disease observation period & Activation period or period host user or node stays at the interacted location & Link creation delay or delay neighbour user or node arrives at the interacted location & Stay duration of user or node stays at the interacted location V & Air volume of interaction area , , & waiting periods of a node Y & Labelling sets in graph X & updates z & Number of time step Z & set of nodes in the SPDT graph & power law exponent & Infection rate at the current day of simulation in the network for an infected individual & Indirect transmission period & central tendency & Scaling parameter of activation degree distribution & neighbour proportion & average volume fraction of room air that is exhaled by an susceptible individual & links presence function & state probability & nodes presence function & switching probability form active to inactive states & Infectiousness of infection particles & Fraction of dose or exposure reaches to the target infection site & Duration that virus is generated or infectious period of infected individual & inter - event time for node in activity driven networks & lower limit of active degree distribution & activation potential in ADN networks & particle accumulation rate & Transition probability for changing active to inactive state longtable"
